Nombre pagina,Titulo,Descripcion,Fecha de publicacion,Paises relacionados
El Pais,La Guía Gastro 2026: una selección de los restaurantes y comercios favoritos de los expertos de EL PAÍS,"Restaurantes, bares, cafés, vinotecas, colmados, panaderías.... Nuestras apuestas y recomendaciones. Más de 400 direcciones muy sabrosas por toda España","Sun, 23 Nov 2025 04:40:00 GMT",España
El Pais,Un informe destaca los excesos de los militares en la construcción del Tren Maya a un año de su inauguración,"Colectivos evalúan en un informe la gran obra de López Obrador para el sur del país, que cumplirá un año de operaciones el próximo 1 de diciembre","Tue, 25 Nov 2025 21:27:22 GMT",Mexico
El Pais,Rodrigo Paz recorta un 30% el gasto público y elimina impuestos para paliar la crisis en Bolivia,"El presidente, que lleva dos semanas en el cargo, pedirá al Congreso que elimine los tributos a las grandes fortunas y el juego","Tue, 25 Nov 2025 17:43:23 GMT",Bolivia
El Pais,La caótica política arancelaria de Trump cambia el equilibrio del comercio mundial,"Un estudio de la Universidad de Yale revela que los gravámenes son los más altos desde el inicio de la II Guerra Mundial, pese a las últimas rebajas","Tue, 25 Nov 2025 04:30:01 GMT",Estados unidos
El Pais,La falta de acuerdo entre el Ayuntamiento de Sevilla y la Policía Local deja en el aire los eventos navideños,"Este miércoles se celebra un pleno extraordinario para dotar presupuestariamente de 5,6 millones el Plan de Navidad, a expensas del voto de Vox, mientras los sindicatos advierten que recurrirán su aprobación","Tue, 25 Nov 2025 17:20:53 GMT",Espana
El Pais,Servinabar contrató al cuñado de Cerdán cuando cumplía en semilibertad una condena por violencia de género,Antonio Muñoz fue condenado a tres años de cárcel por incendiar la casa de su suegra donde pernoctaban su mujer y dos hijos tras anunciarle esta su intención de separarse,"Tue, 25 Nov 2025 12:13:43 GMT",Espana
El Pais,Las asociaciones reconocen la trayectoria de Peramato y confían en que contribuya a acabar con la división en la Fiscalía,"La mayoritaria, de tendencia conservadora, espera que la futura fiscal general recupere “el prestigio que se ha perdido por la actuación” de García Ortiz","Tue, 25 Nov 2025 13:08:07 GMT",Espana
El Pais,Protección de Datos multa a Aena con 10 millones por la identificación biométrica de los viajeros y abre un frente en los tribunales,"La sanción de la agencia española, contra la que habrá recurso del gestor de aeropuertos, iguala a la que se impuso a Google en 2022","Tue, 25 Nov 2025 16:55:46 GMT",No hay un pais relacionado
El Pais,"Los sindicatos piden un incremento del salario mínimo hasta 1.273 euros brutos al mes, un 7,5% más","UGT y CC OO piden que el suelo salarial tribute, como viene defendiendo Hacienda en los últimos años y rechaza Trabajo. Díaz dice que si deja de estar exento de IRPF la subida del SMI será “relevante”","Tue, 25 Nov 2025 10:40:21 GMT",No hay un pais relacionado
El Pais,Consumo multa con un total de 33 millones a Codere y a otros 25 operadores de juego por infracciones graves,"Betfair y 888 también figuran entre las empresas sancionadas, mientras que otras seis extranjeras han sido bloqueadas","Tue, 25 Nov 2025 07:31:33 GMT",No hay un pais relacionado
El Pais,Un jurado declara culpable al acusado de atropellar mortalmente a su pareja en Jaén,La defensa solicita que se imponga la menor pena posible mientras Fiscalía pide 20 años y un día de prisión,"Tue, 25 Nov 2025 15:14:59 GMT",No hay un pais relacionado
El Pais,Detenido en La Rioja un depredador sexual acusado de captar a una menor,"El hombre utilizaba las redes sociales para ganarse la confianza de las víctimas y, posteriormente, manipularlas","Tue, 25 Nov 2025 10:16:11 GMT",Espana
El Pais,La niña ingresada tras un tratamiento dental en una clínica de Alzira (Valencia) evoluciona favorablemente,Otra menor atendida en el mismo centro falleció la semana pasada. El Colegio de Odontólogos valenciano asegura que “profesionales colegiados” practicaron la odontología y la anestesia,"Mon, 24 Nov 2025 12:58:37 GMT",No hay un pais relacionado
El Pais,La maldición de los profesores de asturiano: “Nos jubilamos o nos morimos siendo interinos”,Los docentes de lengua asturiana se rebelan contra un embrollo normativo que los condena a no poder conseguir plaza. Son 332 que enseñan a más de 25.000 alumnos desde infantil a bachillerato,"Tue, 25 Nov 2025 15:23:25 GMT",No hay un pais relacionado
El Pais,La política educativa y el desprecio por la evidencia,"Ignorar el conocimiento científico en educación es caro en términos de equidad y eficacia. Adoptarlo no limita la democracia, sino que la fortalece","Mon, 24 Nov 2025 15:40:12 GMT",No hay un pais relacionado
El Pais,Siete decanos diseccionan la crisis de la Complutense: “Hemos tenido que paralizar actividades por roturas de tuberías”,Responsables de la universidad más grande de España alertan de los recortes en vísperas de la huelga. Les cuesta retener a los profesores y garantizar el ascensor social de los alumnos,"Sun, 23 Nov 2025 04:30:01 GMT",España
El Pais,"Sara Aagesen, tras el final de la COP30: “Europa ha estado en el lado correcto de la historia, no el grupo de los países árabes”","“Los combustibles fósiles se van a dejar de utilizar sí o sí. Lo importante es definir cuándo”, sostiene la vicepresidenta para la Transición Ecológica","Mon, 24 Nov 2025 04:30:00 GMT",No hay un pais relacionado
El Pais,Los controvertidos estudios de un ‘teleco’ que los cazadores usan para avalar la captura de aves cantoras,"El profesor de la Universidad de Alcalá, vinculado a la Federación Madrileña de Caza, realiza sus investigaciones con apoyo de la Junta de Andalucía","Fri, 21 Nov 2025 12:05:50 GMT",No hay un pais relacionado
El Pais,Alemania ya no quiere liderar la lucha contra el cambio climático,"El Gobierno de Merz deja relegada la acción por el clima frente a la inflación, el contexto geopolítico inestable y los problemas presupuestarios","Wed, 19 Nov 2025 04:30:01 GMT","Brasil,Alemania"
El Pais,La paella por bandera: cómo la comida puede convertirse en un elemento identitario y un arma diplomática,Un estudio analiza el poder diplomático de los banquetes de Estado y reflexiona sobre la importancia del gastronacionalismo,"Tue, 25 Nov 2025 04:30:00 GMT",No hay un pais relacionado
El Pais,Cómo llegó tu gato a tu regazo: un libro desafía la historia de la domesticación del felino más popular,"El arqueólogo y antropólogo Jerry Moore repasa los hallazgos que explican una relación marcada primero por el miedo y, después, por el interés y la admiración mutua","Sun, 23 Nov 2025 04:30:01 GMT",No hay un pais relacionado
El Pais,"Animales con imanes en la cabeza: inducción magnética, bioquímica cuántica y nanocristales de magnetita para no perderse","Peces, aves, reptiles, anfibios y hasta unos pocos mamíferos se orientan gracias al campo magnético terrestre: “Existen pistas, pero se desconoce el mecanismo exacto”","Sat, 22 Nov 2025 04:30:01 GMT",No hay un pais relacionado
El Pais,"Adriana Groh: “Internet funciona gracias a una infraestructura que no es de nadie, pero que debemos cuidar”",La responsable de la Agencia de la Tecnología Soberana de Alemania cree que Europa debe apostar por el código abierto para lograr ser independiente tecnológicamente,"Tue, 25 Nov 2025 04:30:00 GMT",Alemania
El Pais,La nueva función de localización de X suscita dudas sobre el origen de algunas cuentas del movimiento MAGA en la red social,La actualización de la plataforma tiene como objetivo eliminar cuentas automatizadas que difunden desinformación y spam,"Tue, 25 Nov 2025 04:30:00 GMT",Estados unidos
El Pais,El coladero de las subvenciones millonarias al kit digital: “Me vendían clientes que no eran reales”,"Denuncias a intermediarias oscuras y cientos de quejas en foros muestran el descontrol del plan de ayudas públicas a la digitalización de autónomos y pymes, que ha repartido 3.400 millones a más de 850.000 beneficiarios","Mon, 24 Nov 2025 04:30:00 GMT",No hay un pais relacionado
El Pais,"Nadal a Valdano: “Mi evolución siempre estuvo ligada al éxito. Cuando llegó el éxito profesional, ya estaba preparado”","La leyenda del tenis mundial reivindica su talento en una entrevista exclusiva en Movistar: “Puedes entrenar todas las horas que quieras, pero si el ‘drive’ no va donde tú quieres…""","Mon, 24 Nov 2025 20:59:46 GMT",No hay un pais relacionado
El Pais,El Real Madrid y la Superliga activan sus demandas contra la UEFA por un valor de 4.500 millones de euros,"A22, la promotora de la competición proyectada por Florentino Pérez, insta a Alexander Ceferin a cumplir la sentencia del TJUE","Mon, 24 Nov 2025 17:47:08 GMT",No hay un pais relacionado
El Pais,"Y tras la tormenta, el capitán Ferrer recupera la felicidad: “He vuelto a sentir la adrenalina”","Pese a la derrota contra Italia en la final, el técnico asegura que ha disfrutado tras las experiencias fallidas y una doble gestión muy delicada: Alcaraz y Davidovich","Mon, 24 Nov 2025 04:45:03 GMT",Italia
El Pais,Cecilia Bartoli: “No es ningún sacrilegio programar musicales en teatros de ópera”,"La gran estrella de la lírica visita Barcelona, Madrid y Sevilla acompañada por Les Musiciens du Prince-Monaco para ofrecer una versión semiescenificada de la ópera ‘Orfeo y Eurídice’ de Gluck","Tue, 25 Nov 2025 04:30:01 GMT",No hay un pais relacionado
El Pais,‘Una historia personal de la arquitectura europea’: un viaje por el continente a través de la belleza de sus edificios,"El arquitecto y profesor David Ferrer propone una celebración del empeño constructivo y la evolución de sus corrientes, desde el templo griego hasta el movimiento moderno del siglo XX","Tue, 25 Nov 2025 04:30:01 GMT",No hay un pais relacionado
El Pais,"Cristina Rivera Garza, escritora: “Contar una historia también es una forma de denuncia”","La autora mexicana presenta en Madrid la adaptación teatral de su novela ‘El invencible verano de Liliana’, ganadora del Pulitzer, donde reconstruye la vida de su hermana asesinada y retrata la violencia que viven miles de mujeres en México","Tue, 25 Nov 2025 04:30:01 GMT",Mexico
El Pais,"Jonas Brothers, Michelle Pfeiffer, Alicia Silverstone... Llega un nuevo aluvión de telefilmes navideños",Plataformas y cadenas se vuelcan con un género televisivo con películas cortadas por un mismo molde pero muy rentables,"Tue, 25 Nov 2025 04:30:01 GMT",No hay un pais relacionado
El Pais,El nuevo mandato-marco de RTVE inicia una sinuosa tramitación que podría haberse acelerado en el Congreso,"El decreto para la renovación exprés de la corporación aprobado hace un año por el Gobierno permite elevarlo al Pleno de la Cámara baja, pero se discutirá desde este martes en la comisión específica donde el PP y Vox tienen mayoría","Tue, 25 Nov 2025 04:30:01 GMT",No hay un pais relacionado
El Pais,‘The Paper’: Volver (o no) al lugar que te ha hecho reír,La tele es un negocio conservador en tanto en cuanto insiste en replicar fórmulas de probada solvencia para tratar de garantizarse un éxito que incluso por esas se le puede escurrir entre los dedos,"Tue, 25 Nov 2025 04:30:01 GMT",No hay un pais relacionado
El Pais,"Fátima Bosch responde a los mensajes de odio recibidos tras conquistar Miss Universo: “Aunque estos ataques duelen, no me definen”",La ganadora del certamen de belleza ha sido increpada en redes sociales desde que surgió la polémica de un supuesto fraude de su victoria en Tailandia,"Tue, 25 Nov 2025 21:58:15 GMT",Mexico
El Pais,La hija de Robert Redford lamenta las publicaciones de su padre generadas con IA: “Son especialmente difíciles en estos momentos”,"Amy Redford ha hablado por primera vez de la muerte del actor, y ha desmentido que se haya celebrado un funeral público. “Estamos trabajando para hacer un memorial en el futuro”, asegura","Tue, 25 Nov 2025 11:52:10 GMT",No hay un pais relacionado
El Pais,"Laura Wasser, la abogada de los divorcios de Britney Spears o Angelina Jolie, da sus siete claves para facilitar una separación","Comunicar las expectativas futuras, priorizar a los hijos o estar bien informado de la situación financiera son algunos consejos de la conocida como “la reina de los divorcios”, que cobra a sus clientes 1.200 dólares la hora","Tue, 25 Nov 2025 04:30:00 GMT",No hay un pais relacionado
El Pais,La lucha de los funcionarios jubilados nigerianos para cobrar el dinero que les corresponde tras 35 años trabajando,"Miles de empleados públicos de Nigeria pasan años sin recibir sus gratificaciones, un pago único que se abona tras prestar más de tres décadas de servicio al Estado. Algunos han fallecido antes de recibirlo","Mon, 24 Nov 2025 15:00:00 GMT",No hay un pais relacionado
El Pais,La huida de Mohammed del asedio de El Fasher: “La gente hervía pieles de animales y se comía el agua como si fuera sopa”,"Mohamed Usman Hassan, testigo directo de cómo la capital de Darfur Norte se transformó en un infierno inhabitable, relata el hambre, la violencia y la desesperación que han sufrido sus ciudadanos","Mon, 24 Nov 2025 04:30:00 GMT",No hay un pais relacionado
El Pais,El día que la chef Iris Jordán tiró al monte (en el valle de Benasque),Es parte de la revolución de cocineros que volvieron a casa para trabajar con sus sabores más identitarios. La suya ya tiene una estrella Michelin,"Thu, 20 Nov 2025 04:40:00 GMT",No hay un pais relacionado
El Pais,“No se me ocurre darle un azote a un filete antes de cocinarlo”: Un veterano de la gastronomía come con un cocinero de Instagram,"Mikel Zeberio y Alberto Ballarín Sansonetti comparten profesión, la divulgación gastronómica: el primero es una eminencia; el segundo empieza a curtirse a golpe de ‘reels’. Durante una comida en Saddle, buscan un terreno común","Wed, 19 Nov 2025 04:40:00 GMT",No hay un pais relacionado
El Pais,"En casa de Amparo Llanos, de Dover:  un templo de libros desde donde traduce a Jane Austen","Amparo Llanos cuenta que cuando estaba en el grupo aprendió a hacer música sobre la marcha. Ahora se ha embarcado en la traducción de las cartas de la escritora británica, por quien siente auténtica devoción. Ha convertido su casa de Madrid en un templo dedicado a las autoras","Sun, 23 Nov 2025 14:13:00 GMT",No hay un pais relacionado
El Pais,Matrimonios abiertos: qué cuentan (bueno y malo) las parejas que lo han vivido,El mediático divorcio de Lily Allen ha reabierto el debate acerca de si las relaciones abiertas pueden realmente funcionar,"Thu, 20 Nov 2025 04:30:01 GMT",No hay un pais relacionado
El Pais,El caso de Drake y los millones de escuchas “inauténticas”: la demanda contra Spotify que cuestiona a la industria musical,"Una demanda contra la plataforma denuncia números inflados por robots, VPN y cuentas imposibles que escuchan 23 horas al día de música del célebre rapero (aunque esta historia no va sobre él)","Sun, 23 Nov 2025 04:30:00 GMT",No hay un pais relacionado
El Pais,"Ocho días para enfrentarte a tu infancia: así es el Método Hoffman, la severa terapia de culto entre ricos y famosos","El retiro promete una “reconexión total” en una semana. Sus defensores hablan de catarsis; sus detractores, de un viaje demasiado abrupto hacia las propias heridas","Sat, 22 Nov 2025 04:30:01 GMT",No hay un pais relacionado
El Pais,"Siguiendo el río Hudson hasta la bohemia Woodstock, el plan para escapar de la bulliciosa Nueva York","Una ruta entre bosques, lagos, puentes históricos y coquetos pueblos que acaba en la localidad que vive de la leyenda de un festival que, en realidad, se celebró a más de una hora de distancia","Sun, 23 Nov 2025 04:30:00 GMT",Estados unidos
El Pais,Una ruta sabrosa por Viena: de los ‘würstelstand’ a la gastronomía imperial,La cocina vienesa es como la propia historia de la capital de Austria: una confluencia de culturas que transita entre el sabor solemne de los Habsburgo y las recetas de los artistas emergentes,"Sat, 22 Nov 2025 04:30:00 GMT",No hay un pais relacionado
El Pais,"Renata Salecl, socióloga: “En la empresa se valora la ausencia de piedad. Los psicópatas ascienden con facilidad”","La pensadora eslovena analiza los estragos del neoliberalismo en nuestro interior. Dice que percibimos al resto como obstáculos, incluso a los más desfavorecidos","Sun, 23 Nov 2025 04:30:00 GMT",No hay un pais relacionado
El Pais,Cosas que pasan,"Trump dice que el asesinato en 2018 del periodista saudí Jamal Kashoggi son “cosas que pasan”: es lo normal, ir a renovar el pasaporte y acabar hecho trocitos en una maleta","Sun, 23 Nov 2025 04:30:00 GMT","Estados unidos,Espana"
El Pais,La empresa que factura 3.000 millones de euros vendiendo móviles de segunda mano,"Back Market vende dispositivos reacondicionados. Su especialidad son los teléfonos, las tabletas y los ordenadores, pero también ha entrado en los electrodomésticos","Mon, 24 Nov 2025 09:40:44 GMT",No hay un pais relacionado
El Pais,El desorbitado precio de la vivienda al borde de la inflexión,"El ciclo alcista nace de la escasez de oferta, también de expectativas, que podrían estar cambiando","Sun, 23 Nov 2025 04:30:00 GMT",No hay un pais relacionado
El Pais,"‘Maestros Antiguos’, el torrente asfixiante y adictivo, perspicaz y divertidísimo de Thomas Bernhard","Cuarenta años después de la publicación de la novela, que puede leerse como el testamento literario del escritor austriaco, Javier Aparicio Maydeu ofrece una nueva edición con orientaciones que pueden ayudar a comprenderla","Tue, 25 Nov 2025 04:30:00 GMT",No hay un pais relacionado
El Pais,Derechos digitales: En 2025 siempre hay alguien vigilándote,La última exposición de Fundación Telefónica en Madrid es un indispensable recordatorio de los peligros (y las oportunidades) del mundo digital,"Mon, 24 Nov 2025 04:30:01 GMT",No hay un pais relacionado
El Pais,Vídeos de ajedrez | Dos obras maestras con muy pocas piezas,"La ventaja de espacio es el factor común de estas maravillas minimalistas, compuestas por dos artistas muy longevos, el húngaro Pal Farago y el soviético Alexánder Guliáyev.","Mon, 24 Nov 2025 17:38:11 GMT",No hay un pais relacionado
El Pais,Vídeos de ajedrez | El arte que hará inmortal a Daniel Naroditsky,"Un doble sacrificio de calidad en el momento justo da la victoria con brillantez al estadounidense, fallecido de manera repentina a los 29 años","Mon, 17 Nov 2025 18:15:24 GMT",No hay un pais relacionado
El Pais,La gastronomía en los tiempos de Gaza,"En un presente tan poco halagüeño, la alimentación puede importar, sobre todo si nos fijamos en las implicaciones sociales de la comida","Mon, 24 Nov 2025 04:30:00 GMT",No hay un pais relacionado
El Pais,Sopa griega de garbanzos y limón en receta tradicional o rápida,El plato se puede hacer de dos formas: con legumbres de bote o cocidas por ti. El secreto de ambas es el remate final con tahini,"Mon, 24 Nov 2025 04:00:00 GMT",No hay un pais relacionado
El Pais,"Sandra López Letón, de EL PAÍS, galardonada en los Premios de Periodismo Vía Ágora",Su reportaje ‘De la burbuja al gran déficit’ ha sido reconocido como el mejor artículo de análisis de la situación del sector inmobiliario residencial,"Thu, 13 Nov 2025 12:57:05 GMT",No hay un pais relacionado
El Pais,"Las 5 mejores ofertas en portátiles por Black Friday de Amazon: ahorra hasta 300 euros en Asus, Lenovo y otras grandes marcas",Estos potentes equipos cuentan con todo lo necesario para las tareas ofimáticas diarias. No dejes pasar sus descuentos hasta del 30%,"Tue, 25 Nov 2025 13:00:00 GMT",No hay un pais relacionado
El Pais,Las mejores ofertas flash de Amazon en chaquetas de invierno para protegerte de la llegada del frío,Seleccionamos las ofertas más destacadas en chaquetas de distintas marcas para hombre y mujer,"Tue, 25 Nov 2025 11:17:00 GMT",No hay un pais relacionado
El Pais,Precio mínimo histórico en este pack de cepillos de dientes eléctricos Oral-B: 59% de descuento,"Limpieza hasta un 100% más profunda que un modelo convencional: cuatro cabezales intercambiables, tres modos de limpieza y sensor de presión de 360°","Tue, 25 Nov 2025 06:15:00 GMT",No hay un pais relacionado
El Pais,"25 chollos Black Friday para combatir el frío: calefactores, abrigos, edredones y mucho más",Hasta el 55% de descuento en productos que hacen más fácil enfrentar el invierno,"Tue, 25 Nov 2025 08:50:25 GMT",No hay un pais relacionado
